name,referentNumber,nameSection,webpageUrl,adressSection,type,address,city
Yara Vlaardingen B.V.,22049559,"Yara Vlaardingen BV 4.0  (30) 
Chemical plant in Vlaardingen, Netherlands",/url?q=https://www.yara.nl/&sa=U&ved=2ahUKEwjl8fia7uj9AhWfFFkFHe_9DPsQgU96BAgLEAQ&usg=AOvVaw2Z370j4y3BpDATpUaIjVaa,"Address: Zevenmanshaven 107, 3133 CA Vlaardingen, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 10 445 2000",Chemical plant,"Zevenmanshaven 107, 3133 CA Vlaardingen",Vlaardingen
Yara Sluiskil B.V.,21001824,"Yara Sluiskil B.V. 3.7  (18) 
Chemical manufacturer in Sluiskil, Netherlands",/url?q=http://www.yara.nl/&sa=U&ved=2ahUKEwjkk8ya7uj9AhXEsDEKHScyAVwQgU96BAgLEAQ&usg=AOvVaw3HwwZgZNr417GYNWuqqjmQ,"Address: Industrieweg 10, 4541 HJ Sluiskil, NetherlandsPhone: +31 115 474 444",Chemical manufacturer,"Industrieweg 10, 4541 HJ Sluiskil",Sluiskil
Yara Nederland B.V.,21015964,"Yara Sluiskil B.V. 3.7  (18) 
Chemical manufacturer in Sluiskil, Netherlands",/url?q=http://www.yara.nl/&sa=U&ved=2ahUKEwihz5Ka7uj9AhV4STABHTZ4AqEQgU96BAgMEAQ&usg=AOvVaw3JxDEJkf0C7c--g0tF4e43,"Address: Industrieweg 10, 4541 HJ Sluiskil, NetherlandsPhone: +31 115 474 444",Chemical manufacturer,"Industrieweg 10, 4541 HJ Sluiskil",Sluiskil
Yapi Kredi Bank Nederland N.V.,33278349,"Yapi Kredi Bank Nederland N.V. 3.7  (15) 
Bank in Amsterdam, Netherlands",/url?q=http://www.yapikredi.nl/&sa=U&ved=2ahUKEwjn-a2Z7uj9AhUgEFkFHa9JB_UQgU96BAgLEAQ&usg=AOvVaw1xzHYrcgrExTqx1AbRBd3M,"Address: Amstelplein 1, 1096 HA Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 900 9274",Bank,"Amstelplein 1, 1096 HA Amsterdam",Amsterdam
Yanmar Europe B.V.,39064873,"Yanmar Europe BV 4.4  (43) 
Manufacturer in Almere, Netherlands",/url?q=http://www.yanmar.com/eu&sa=U&ved=2ahUKEwjX-fGY7uj9AhWwFFkFHWZJDdgQgU96BAgMEAQ&usg=AOvVaw3uNazBNF_4znzKlxPaL-FW,"Address: Brugplein 11, 1332 BS Almere, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 36 549 3200",Manufacturer,"Brugplein 11, 1332 BS Almere",Almere
Yang Ming (Netherlands) B.V.,24355853,"Yang Ming (Netherlands) B.V. 4.3  (6) 
Logistics in Rotterdam, Netherlands",/url?q=https://www.yangming.com/office_network/office_agent/agent.aspx%3FMyRegion%3DEUR%26MyCountry%3DNL&sa=U&ved=2ahUKEwiB08CY7uj9AhUCEGIAHfe2AVIQgU96BAgMEAQ&usg=AOvVaw1rYFvudQ16sgJYvCKhl4Bh,"Address: Albert Plesmanweg 61-D, 3088 GB Rotterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 308 8100",Logistics,"Albert Plesmanweg 61-D, 3088 GB Rotterdam",Rotterdam
Yamaha Motor Europe N.V.,34084613,"Yamaha Motor Europe N.V. 4.3  (78) 
Corporate office",/url?q=http://www.yamaha-motor.eu/&sa=U&ved=2ahUKEwiUwN2W7uj9AhXFFVkFHWdYB_IQgU96BAgMEAQ&usg=AOvVaw33VqHQdoSnpGADM4K0MxCr,,Corporate office,,
Yama Products B.V.,30040105,"Yama Products BV 4.8  (21) 
Food seasoning manufacturer",/url?q=https://www.yama.nl/nl/yama-products/&sa=U&ved=2ahUKEwjFhOGV7uj9AhV7SDABHZR3DIMQgU96BAgLEAQ&usg=AOvVaw0Qpq_r0Z2i_IkCfTAsD0SL,"Address: Rutherfordweg 2, 3542 CG Utrecht, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 30 240 8030",Food season,"Rutherfordweg 2, 3542 CG Utrecht",Utrecht
Yakult Europe B.V.,33278683,"Yakult Europe B.V. 4.4  (269) 
Visitor center in Almere, Netherlands",/url?q=http://yakulteurope.com/&sa=U&ved=2ahUKEwjP86yV7uj9AhW7MVkFHbAMAgIQgU96BAgKEAQ&usg=AOvVaw1BtsFtmfhYmQGZNyDUyvL9,"Address: Schutsluisweg 1, 1332 EN Almere, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 36 521 1300",Visitor center,"Schutsluisweg 1, 1332 EN Almere",Almere
YaBand Telecom B.V.,56197977,"YaBand Telecom B.V. 5.0  (1) 
Telecom service provider in Rijswijk, Netherlands",/url?q=http://www.yaband.com/&sa=U&ved=2ahUKEwiVjpqU7uj9AhUeFlkFHZrnD_cQgU96BAgJEAQ&usg=AOvVaw0qKrNJCdHFAAx_8IFBkGHs,"Address: Laan van Vredenoord 33, 2289 DA Rijswijk, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 70 221 0815",Telecom service provider,"Laan van Vredenoord 33, 2289 DA Rijswijk",Rijswijk
YA Works B.V.,34314368,"YaWorks B.V. 4.6  (14) 
Computer consultant in Amsterdam, Netherlands",/url?q=http://www.yaworks.nl/&sa=U&ved=2ahUKEwjywOaT7uj9AhXni7AFHVGhAF8QgU96BAgKEAQ&usg=AOvVaw2SMPxheoA8Nppu3855VY14,"Address: Sijsjesbergweg 44, 1105 AL Amsterdam, NetherlandsPhone: +31 20 664 6451",Computer consultant,"Sijsjesbergweg 44, 1105 AL Amsterdam",Amsterdam
XYZprinting Netherlands B.V.,59581476,"XYZprinting Netherlands B.V. 3.8  (13) 
Distribution service in Ridderkerk, Netherlands",/url?q=http://eu.xyzprinting.com/&sa=U&ved=2ahUKEwi4kaOT7uj9AhVQFVkFHfedBkcQgU96BAgMEAQ&usg=AOvVaw2Rgz1KMq3umLeP1tCnpExr,"Address: Wagenmakerstraat 7, 2984 BD Ridderkerk, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 85 876 8735",Distribution service,"Wagenmakerstraat 7, 2984 BD Ridderkerk",Ridderkerk
XVR Simulation B.V.,9110539,"XVR Simulation BV 4.3  (8) 
Software company in Delft, Netherlands",/url?q=http://www.xvrsim.com/&sa=U&ved=2ahUKEwjDprCR7uj9AhXlQzABHcm_CakQgU96BAgLEAQ&usg=AOvVaw1sVdD7Nsjutg-IvtXfdzj6,"Address: Westlandseweg 40-C, 2624 AD Delft, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 15 212 5276",Software company,"Westlandseweg 40-C, 2624 AD Delft",Delft
Xsens Technologies B.V.,50142224,"Xsens 4.0  (3) 
Manufacturer in Enschede, Netherlands",,"Address: Pantheon 6-A + 8A, 7521 PR Enschede, NetherlandsPhone: +31 88 973 6700",Manufacturer,"Pantheon 6-A + 8A, 7521 PR Enschede",Enschede
Xpol B.V.,27193401,"Xpol B.V 4.2  (26) 
Corporate office",/url?q=http://www.xpolplatform.com/&sa=U&ved=2ahUKEwjq8rWO7uj9AhUeE1kFHcJQAqIQgU96BAgLEAQ&usg=AOvVaw3cu2pSv0WOgtlDNgmHczwS,"Address: Kruizemuntweg 27, 1435 DD Rijsenhout, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 297 344 123",Corporate office,"Kruizemuntweg 27, 1435 DD Rijsenhout",Rijsenhout
Xpert Data B.V.,34098193,"Xpert Data BV 4.7  (6) 
Wholesaler in Hengelo, Netherlands",/url?q=https://www.xpertdata.nl/&sa=U&ved=2ahUKEwitvPGN7uj9AhXOMVkFHZrBBhwQgU96BAgLEAQ&usg=AOvVaw1ADP0gNHhMyEz-EwJIrsxQ,"Address: Oosterveldsingel 2, 7558 PK Hengelo, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 566 0000",Wholesaler,"Oosterveldsingel 2, 7558 PK Hengelo",Hengelo
XPAR Vision B.V.,33255722,"XPAR Vision BV 4.9  (9) 
Company in Groningen, Netherlands",/url?q=http://www.xparvision.com/&sa=U&ved=2ahUKEwiqzbqM7uj9AhV9FlkFHZQkBREQgU96BAgLEAQ&usg=AOvVaw0OMiOxHAVRXBDOEVrJ031G,"Address: Laan Corpus Den Hoorn 300, 9728 JT Groningen, NetherlandsPhone: +31 50 316 2888",Company,"Laan Corpus Den Hoorn 300, 9728 JT Groningen",Groningen
Xlence Renovatie,61519693,"Xlence Renovatie 5.0  (4) 
Window supplier in Hilversum, Netherlands",/url?q=http://xlencerenovatie.nl/contact/&sa=U&ved=2ahUKEwiA5oaL7uj9AhWgD1kFHTgxBKwQgU96BAgJEAQ&usg=AOvVaw1BIZVYUycudFhw6AsGl2LV,"Address: Verlengde Zuiderloswal 9, 1216 BW Hilversum, NetherlandsPhone: +31 6 41895277",W,"Verlengde Zuiderloswal 9, 1216 BW Hilversum",Hilversum
Xlab Cloud Services B.V.,30158924,"Xlab Cloud Services B.V. 5.0  (3) 
Software company in Utrecht, Netherlands",/url?q=https://xlab.nl/&sa=U&ved=2ahUKEwjsgvnj7Oj9AhW0m2oFHWFuDScQgU96BAgKEAQ&usg=AOvVaw0gNLwxtkBxB6hOjCl4DUIF,"Address: Computerweg 11, 3542 DP Utrecht, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 35 603 0020",Software company,"Computerweg 11, 3542 DP Utrecht",Utrecht
Xillio Labs B.V.,62045326,"Xillio 4.9  (12) 
Software company in Hilversum, Netherlands",/url?q=http://www.xillio.com/&sa=U&ved=2ahUKEwiwvqzh7Oj9AhVmlWoFHRXYBEIQgU96BAgMEAQ&usg=AOvVaw065alA66IBJLbO4RcdUoQV,"Address: 's-Gravelandseweg 178, 1217 GB Hilversum, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 35 622 9545",Software company,"'s-Gravelandseweg 178, 1217 GB Hilversum",Hilversum
Xiao's Import & Export B.V.,75138832,"Xiao's Import & Export BV 3.7  (3) 
Seafood wholesaler",/url?q=http://xiaos.nl/&sa=U&ved=2ahUKEwiK9eHg7Oj9AhXdmmoFHaI5A1QQgU96BAgLEAQ&usg=AOvVaw3quQ50REjlLKkpncEKvMgN,"Address: Breehorn 8 A, 8321 WP Urk, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 527 224 960",Seafood wholesaler,"Breehorn 8 A, 8321 WP Urk",Urk
X-Flow B.V.,6050907,"Pentair | X Flow B.V. 5.0  (1) 
Manufacturer in Enschede, Netherlands",/url?q=http://xflow.pentair.com/&sa=U&ved=2ahUKEwip8L_f7Oj9AhXdmmoFHX_3BPQQgU96BAgLEAQ&usg=AOvVaw3Va8J5aq0e4L5kPVIe_0zd,"Address: Marssteden 50, 7547 TC Enschede, NetherlandsHours: Closed ⋅ Opens 8:15 AM MonPhone: +31 53 428 7350",Manufacturer,"Marssteden 50, 7547 TC Enschede",Enschede
Xeltis B.V.,17108431,"Xeltis BV 3.7  (3) 
Research institute in Eindhoven, Netherlands",/url?q=http://www.xeltis.com/&sa=U&ved=2ahUKEwimtcrd7Oj9AhXLmmoFHRD0AfQQgU96BAgLEAQ&usg=AOvVaw0SKtS1xvOd-Hnl6UVA4dfA,"Address: De Lismortel 31, 5612 AR Eindhoven, NetherlandsPhone: +31 40 751 7614",Research,"De Lismortel 31, 5612 AR Eindhoven",Eindhoven
XDES,34189014,"XDES 4.3  (22) 
Recruiter in Hoofddorp, Netherlands",,"Address: Wegalaan 28, 2132 JC Hoofddorp, Netherlands",Recruiter,"Wegalaan 28, 2132 JC Hoofddorp",Hoofddorp
XD Connects B.V.,27115697,"XD Connects 3.8  (12) 
Corporate office",/url?q=https://www.xdconnects.com/&sa=U&ved=2ahUKEwjn1cPa7Oj9AhVYnWoFHU_6BBsQgU96BAgLEAQ&usg=AOvVaw3Syb5L3jyljpjifktfZdoc,"Address: Lange Kleiweg 6-28, 2288 GK Rijswijk, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 70 319 9900",Corporate office,"Lange Kleiweg 6-28, 2288 GK Rijswijk",Rijswijk
Wypoon Technologies B.V.,74007807,"Wypoon Technologies B.V. 5.0  (2) 
Software company in Breda, Netherlands",/url?q=https://www.wypoon.com/&sa=U&ved=2ahUKEwiN-eDZ7Oj9AhVHkWoFHeR2BzUQgU96BAgLEAQ&usg=AOvVaw3QuKk-DEFDcFgJfXFCOJyG,"Address: Verlengde Poolseweg 8, 4818 CL Breda, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 76 781 1111",Software company,"Verlengde Poolseweg 8, 4818 CL Breda",Breda
WWT Netherlands B.V.,54053676,"World Wide Technology 4.0  (30) 
Software company in Oude Meer, Netherlands",/url?q=http://www.wwt.com/&sa=U&ved=2ahUKEwjnq6jZ7Oj9AhUmnGoFHdaRAMoQgU96BAgLEAQ&usg=AOvVaw185PujZhB--Mm_tchS_hMm,"Address: Fokkerweg 300, 1438 AN Oude Meer, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: (800) 432-7008",Software company,"Fokkerweg 300, 1438 AN Oude Meer",Meer
wUrck architectuur stedenbouw landschap B.V.,65676890,"wUrck architectuur stedenbouw landschap 4.7  (6) 
Architecture firm in Rotterdam, Netherlands",/url?q=http://www.wurck.nl/&sa=U&ved=2ahUKEwjf8ZzY7Oj9AhUllWoFHf5mCB8QgU96BAgLEAQ&usg=AOvVaw0IQvnGTR-iMEVnI5_KRknP,"Address: Sluisjesdijk 46, 3087 AH Rotterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 10 429 0709",Architecture firm,"Sluisjesdijk 46, 3087 AH Rotterdam",Rotterdam
WTS Energy Services B.V.,51985810,"WTS Energy Netherlands BV 4.8  (11) 
Consultant in the Hague, Netherlands",/url?q=https://www.wtsenergy.com/&sa=U&ved=2ahUKEwiMopnW7Oj9AhWwkGoFHTUqCXYQgU96BAgMEAQ&usg=AOvVaw3rK7j4nXdYZvUVsBnEYIFU,"Address: Koninginnegracht 23, 2514 AB Den Haag, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 70 240 0470",Consultant,"Koninginnegracht 23, 2514 AB Den Haag",Haag
WSM Engineering,13025024,"SKS Group 4.5  (2) 
Building consultant in Roermond, Netherlands",/url?q=http://www.sksgroup.nl/&sa=U&ved=2ahUKEwi-uJLU7Oj9AhUck2oFHV0wBgoQgU96BAgLEAQ&usg=AOvVaw1kkI2zu3nTcdyozqL5yf6q,"Address: De Hanze 10b, 6049 HZ Roermond, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 88 505 0800",Build,"De Hanze 10b, 6049 HZ Roermond",Roermond
WSG Coil Services B.V.,4075911,"Well Services Group 4.3  (21) 
Oil field equipment supplier in the Emmen, Netherlands",/url?q=http://www.wellservices-group.com/&sa=U&ved=2ahUKEwj4jcPT7Oj9AhW8k2oFHXKADvkQgU96BAgLEAQ&usg=AOvVaw1jOhs-CPkoEaALZchoIwF2,"Address: Phileas Foggstraat 65, 7825 AL Emmen, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 591 668 155",Oil field equipment supplier,"Phileas Foggstraat 65, 7825 AL Emmen",Emmen
Wrist-Klevenberg Ship Supply NL B.V.,24109658,"Klevenberg Shipping Center BV 4.3  (164) 
Marine supply store in Rotterdam, Netherlands",/url?q=http://www.klevenberg.com/&sa=U&ved=2ahUKEwijv-jS7Oj9AhVrnWoFHYjSBcIQgU96BAgLEAQ&usg=AOvVaw3djDjnAPGfuzduQmpZdA7d,"Address: Bunschotenweg 58, 3089 KC Rotterdam, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 10 283 6700",Mar,"Bunschotenweg 58, 3089 KC Rotterdam",Rotterdam
WorldPay Limited,51838133,"Worldpay 2.0  (18) 
Corporate office",,"Address: De Entree 248, 1101 EE Amsterdam, NetherlandsPhone: +31 20 799 4775",Corporate office,"De Entree 248, 1101 EE Amsterdam",Amsterdam
Worldpay B.V.,60494344,"Worldpay 2.0  (18) 
Corporate office",,"Address: De Entree 248, 1101 EE Amsterdam, NetherlandsPhone: +31 20 799 4775",Corporate office,"De Entree 248, 1101 EE Amsterdam",Amsterdam
World Freight Logistics B.V.,24335571,"World Freight Relocations B.V. 1.8  (69) 
Logistics service in Alblasserdam, Netherlands",/url?q=http://www.worldfreightrelocations.nl/&sa=U&ved=2ahUKEwi6pO_M7Oj9AhXimWoFHYqjBhEQgU96BAgMEAQ&usg=AOvVaw21N-eFL9ELaZ37mjYh1v8e,"Address: Nieuwland Parc 12a, 2952 DA Alblasserdam, NetherlandsPhone: +31 78 890 7777",Logistics service,"Nieuwland Parc 12a, 2952 DA Alblasserdam",Alblasserdam
Workday B.V.,53679660,"Workday - Amsterdam 4.7  (24) 
Software company in Amsterdam, Netherlands",/url?q=https://www.workday.com/nl-nl/homepage.html&sa=U&ved=2ahUKEwiH_97I7Oj9AhV3mWoFHbQ5BrkQgU96BAgMEAQ&usg=AOvVaw2z2oIKsn4DAMCpRux9BAE7,"Address: Gustav Mahlerplein 82, 1082 MA Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 800 0202043",Software company,"Gustav Mahlerplein 82, 1082 MA Amsterdam",Amsterdam
WOOV-IT B.V.,69646082,"Woov 5.0  (14) 
Software company in Amsterdam, Netherlands",/url?q=https://woov.com/&sa=U&ved=2ahUKEwiz9KDI7Oj9AhUEmmoFHU9fBRwQgU96BAgLEAQ&usg=AOvVaw0yuQrC9OVVWSZRRzJi-R4Z,"Address: Overhoeksplein 31, 1031 KS Amsterdam, NetherlandsHours: Open 24 hours",Software company,"Overhoeksplein 31, 1031 KS Amsterdam",Amsterdam
WoodWing Software B.V.,34134682,"WoodWing Software BV 4.4  (7) 
Software company in Amsterdam, Netherlands",/url?q=https://www.woodwing.com/&sa=U&ved=2ahUKEwiejrLH7Oj9AhWClmoFHUcwAvUQgU96BAgLEAQ&usg=AOvVaw1_embt6c5LlwPzO1GYf6Jh,"Address: Kingsfordweg 151, 1043 GR Amsterdam, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 20 245 7474",Software company,"Kingsfordweg 151, 1043 GR Amsterdam",Amsterdam
Woodpacker Trading B.V.,67449638,"Woodpacker Pallets 4.5  (13) 
Pallet supplier in Drachtstercompagnie, Netherlands",/url?q=https://www.woodpacker.nl/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3DGMB&sa=U&ved=2ahUKEwi99uHG7Oj9AhWYlGoFHdTXDksQgU96BAgKEAQ&usg=AOvVaw1CSMYyg7DrVNAkeFH58Z3w,"Address: Janssenlaan 20, 9207 JD Drachten, NetherlandsHours: Closed ⋅ Opens 7:30 AM MonPhone: +31 512 523 484",Pallet supplier,"Janssenlaan 20, 9207 JD Drachten",Drachten
Wonjin Europe B.V.,34209692,"Wonjin Holdings B.V. 5.0  (1) 
Holding company in Velsen-Noord, Netherlands",/url?q=http://www.wonjin.co.kr/en/business/business1.asp&sa=U&ved=2ahUKEwjz7u7F7Oj9AhVCkWoFHWsNBBwQgU96BAgLEAQ&usg=AOvVaw3WXxp3_10L97PriQzgSNhh,"Address: Rooswijkweg 126, 1951 MK Velsen-Noord, NetherlandsPhone: +31 251 291 615",Hold,"Rooswijkweg 126, 1951 MK Velsen-Noord",Velsen-Noord
Woningstichting Eigen Haard,33006516,"Housing association Eigen Haard 2.3  (302) 
Housing association in Amsterdam, Netherlands",/url?q=https://www.eigenhaard.nl/&sa=U&ved=2ahUKEwiOlLrF7Oj9AhW-m2oFHbmjDZcQgU96BAgLEAQ&usg=AOvVaw0mmMBJ6IPz1xswunnn5-xj,"Address: Arlandaweg 88, 1043 EX Amsterdam, NetherlandsHours: Closed ⋅ Opens 1 PM MonPhone: +31 20 680 1801",Hous,"Arlandaweg 88, 1043 EX Amsterdam",Amsterdam
Wonderkind Technologies B.V.,63255359,"Wonderkind 4.9  (8) 
Software company in Amsterdam, Netherlands",/url?q=https://wonderkind.com/&sa=U&ved=2ahUKEwiY78PE7Oj9AhXDl2oFHROYBxcQgU96BAgLEAQ&usg=AOvVaw0GdYQobHh_PbREnEukvoIp,"Address: H.J.E. Wenckebachweg 123, 1096 AM Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 820 3323",Software company,"H.J.E. Wenckebachweg 123, 1096 AM Amsterdam",Amsterdam
Wolters Kluwer Nederland B.V.,38013226,"Wolters Kluwer Netherlands B.V. 4.1  (24) 
Legal services in Deventer, Netherlands",/url?q=http://www.wolterskluwer.nl/&sa=U&ved=2ahUKEwi6vvjB7Oj9AhWHnWoFHcrXBpAQgU96BAgMEAQ&usg=AOvVaw3FayRoyqUc0k1SZe2tLxi_,"Address: LET OP: Bezoekadres, Hanzeweg 58, 7418 AT Deventer, NetherlandsPhone: +31 570 647 111",Legal services,"LET OP: Bezoekadres, Hanzeweg 58, 7418 AT Deventer",Deventer
WolfTech Services B.V.,74951424,"WolfTech 5.0  (2) 
Computer consultant in Eindhoven, Netherlands",/url?q=https://wearewolf.tech/&sa=U&ved=2ahUKEwjureW_7Oj9AhU7mGoFHfIcCkcQgU96BAgLEAQ&usg=AOvVaw3xVuDrix74l9osU54yFf9x,"Address: Schimmelt 2-16, 5611 ZX Eindhoven, Netherlands",Computer consultant,"Schimmelt 2-16, 5611 ZX Eindhoven",Eindhoven
Wolfpack Agency B.V.,69950121,"wolfpack digital commerce solutions 5.0  (3) 
Software company in Amsterdam, Netherlands",/url?q=https://wolfpack-dcs.com/&sa=U&ved=2ahUKEwiagJq_7Oj9AhV5mWoFHdF_DREQgU96BAgKEAQ&usg=AOvVaw2Be9XRdChGgydo8DteymAO,"Address: Asterweg 19-B, 1031 HL Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 894 3772",Software company,"Asterweg 19-B, 1031 HL Amsterdam",Amsterdam
Wittur B.V.,39055241,"Wittur B.V. 4.2  (17) 
Elevator service in Almere, Netherlands",/url?q=https://www.wittur.com/&sa=U&ved=2ahUKEwi_mtC77Oj9AhWBm2oFHWr9ANEQgU96BAgMEAQ&usg=AOvVaw2ZPMjbd-AVbjZ6lP6xQuiM,"Address: Remmingweg 18, 1332 BG Almere, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 36 549 5570",Elevator service,"Remmingweg 18, 1332 BG Almere",Almere
Witteveen+Bos,38020751,"Witteveen+Bos 4.5  (82) 
Engineering consultant in Deventer, Netherlands",/url?q=https://www.witteveenbos.com/&sa=U&ved=2ahUKEwiKiYG77Oj9AhXUk2oFHXcnDaQQgU96BAgKEAQ&usg=AOvVaw0nfW7adWFLJmT8zlRWBX6g,"Address: Leeuwenbrug 8, 7411 TJ Deventer, NetherlandsHours: Closed ⋅ Opens 8 AM MonPhone: +31 570 697 911",Eng,"Leeuwenbrug 8, 7411 TJ Deventer",Deventer
Wittenborg University of Applied Sciences B.V.,8090958,"Wittenborg University of Applied Sciences 3.4  (58) 
University in Apeldoorn, Netherlands",/url?q=http://www.wittenborg.eu/&sa=U&ved=2ahUKEwim1cC67Oj9AhXtmGoFHREsA2kQgU96BAgMEAQ&usg=AOvVaw3mYen0hzj6ygD9SDgR7wdY,,University,,
Withlocals B.V.,58173382,"Withlocals B.V. 4.6  (62) 
Tour operator in Eindhoven, Netherlands",/url?q=https://www.withlocals.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgmb%26utm_content%3Dmain_listing_website&sa=U&ved=2ahUKEwj3ivi57Oj9AhUIl2oFHTu_BjwQgU96BAgMEAQ&usg=AOvVaw2kAe9bHDr-jvYM8rNipOe0,"Address: Ten Hagestraat 4, 5611 EG Eindhoven, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 244 0076",Tour operator,"Ten Hagestraat 4, 5611 EG Eindhoven",Eindhoven
Witcom Engineering Plastics B.V.,32101298,"Witcom Engineering Plastics B.V. 3.0  (1) 
Manufacturer in Etten-Leur, Netherlands",/url?q=https://wittenburggroup.com/witcom/&sa=U&ved=2ahUKEwi_qMO57Oj9AhXzmmoFHRU7DEgQgU96BAgLEAQ&usg=AOvVaw3fGKMc9L6TbL7eFJFYXROx,"Address: Penningweg 52, 4879 AG Etten-Leur, NetherlandsHours: Closed ⋅ Opens 7 AM MonPhone: +31 76 504 3080",Manufacturer,"Penningweg 52, 4879 AG Etten-Leur",Etten-Leur
Wispex Transit NL B.V.,27263954,"Wispex Fiscal NL B.V. 5.0  (2) 
Customs broker in Rijswijk, Netherlands",/url?q=https://www.wispex.nl/&sa=U&ved=2ahUKEwij_YS57Oj9AhUHlmoFHTHSAXcQgU96BAgKEAQ&usg=AOvVaw3Kam17sH898aKVsdn6av2L,"Address: Lange Kleiweg 22, 2288 GK Rijswijk, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 88 422 0488",Customs broker,"Lange Kleiweg 22, 2288 GK Rijswijk",Rijswijk
Wipro Limited,34184353,"Wipro Technologies 4.6  (10) 
Software company in Eindhoven, Netherlands",/url?q=http://www.wipro.com/&sa=U&ved=2ahUKEwjj1p-37Oj9AhVakmoFHc1rCjgQgU96BAgMEAQ&usg=AOvVaw3jfaRm6lD39ExGdekR6PSe,"Address: HTC 32, 5656 AE Eindhoven, NetherlandsPhone: +31 6 52672208",Software company,"HTC 32, 5656 AE Eindhoven",Eindhoven
Winteb B.V.,56801068,"Winteb VOF 4.7  (3) 
Manufacturer in Winschoten, Netherlands",/url?q=https://www.winteb.nl/&sa=U&ved=2ahUKEwic7bi17Oj9AhVulWoFHYb_Bh8QgU96BAgLEAQ&usg=AOvVaw14rY_pdu426glywxl31q4r,"Address: Rensel, Parallelweg 1, 9672 AW Winschoten, NetherlandsPhone: +31 597 412 252",Manufacturer,"Rensel, Parallelweg 1, 9672 AW Winschoten",Winschoten
Winkelman-van Hessen Adviesbureau voor Marketing en Public Relations B.V.,27136879,"Winkelman en Van Hessen BV 2.0  (1) 
Marketing consultant in the Hague, Netherlands",/url?q=http://www.wenvh.nl/&sa=U&ved=2ahUKEwja0ua07Oj9AhXzm2oFHaVzBccQgU96BAgKEAQ&usg=AOvVaw0fYr4nQPcAJlF_HZkr-D91,"Address: Bankaplein 3, 2585 EV Den Haag, NetherlandsHours: Closed ⋅ Opens 9 AM MonPhone: +31 70 416 1616",Market,"Bankaplein 3, 2585 EV Den Haag",Haag
WINIX Europe B.V.,54379598,"WINIX Europe B.V. 4.6  (18) 
Air filter supplier in Amsterdam, Netherlands",/url?q=http://www.winixeurope.eu/&sa=U&ved=2ahUKEwjQ_6a07Oj9AhXzmmoFHRU7DEgQgU96BAgMEAQ&usg=AOvVaw2q7U-GR2-A8maCrMVhn3l3,"Address: Hoogoorddreef 125, 1101 BB Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 363 2107",Air filter supplier,"Hoogoorddreef 125, 1101 BB Amsterdam",Amsterdam
Winclove B.V.,33203777,"Winclove Probiotics B.V. 4.9  (10) 
Research institute in Amsterdam, Netherlands",/url?q=http://www.winclove.nl/&sa=U&ved=2ahUKEwixgZ2z7Oj9AhXImWoFHShiCv0QgU96BAgLEAQ&usg=AOvVaw1cLQiTZGbEi7E8FLbX5co-,"Address: Hulstweg 11, 1032 LB Amsterdam, NetherlandsHours: Closed ⋅ Opens 8:30 AM MonPhone: +31 20 435 0235",Research,"Hulstweg 11, 1032 LB Amsterdam",Amsterdam
